pattern,mesh_xy_nm,J0_mA_cm2,J90_mA_cm2,Junpolarized_mA_cm2,achieved_fill,nearest_spacing_nm,max_energy_bound_error
honeycomb,0.6,45.7743,45.518,45.6462,0.199294,5.99901,0
