pattern,mesh_xy_nm,J0_mA_cm2,J90_mA_cm2,Junpolarized_mA_cm2,achieved_fill,nearest_spacing_nm,max_energy_bound_error
square,0.6,45.3714,45.3714,45.3714,0.199294,6.83739,0
