pattern,mesh_xy_nm,J0_mA_cm2,J90_mA_cm2,Junpolarized_mA_cm2,achieved_fill,nearest_spacing_nm,max_energy_bound_error
hex,0.6,44.983,45.5773,45.2801,0.199294,7.34725,0
