lam_nm,A_active
7.508124076809452845e+02,8.334105644519711475e-01
7.456723716381417262e+02,8.488206127807231827e-01
7.406022340942205346e+02,8.633201945380349907e-01
7.356005788712012645e+02,8.768962796787848069e-01
7.306660277910876857e+02,8.890175914148767955e-01
7.257972394098048881e+02,8.992336994629224201e-01
7.209929078014184824e+02,9.075818289364102620e-01
7.162517613903241909e+02,9.143825610115572378e-01
7.115725618292113950e+02,9.197782867647634752e-01
7.069541029207232441e+02,9.236358198575308487e-01
7.023952095808383547e+02,9.259016727976532302e-01
6.978947368421052033e+02,9.268981880908000459e-01
6.934515688949522882e+02,9.271512250006912481e-01
6.890646181653864915e+02,9.269710475319322684e-01
6.847328244274809776e+02,9.263238058979575973e-01
6.804551539491299081e+02,9.251358703238394821e-01
6.762305986696230775e+02,9.236085122171016071e-01
6.720581754076686138e+02,9.221257443971018208e-01
6.679369250985545250e+02,9.208868732025069503e-01
6.638659120592077443e+02,9.197556680855374367e-01
6.598442232799654903e+02,9.185250088318756001e-01
6.558709677419353739e+02,9.172476872767666434e-01
6.519452757588712757e+02,9.162022794762314515e-01
6.480662983425414723e+02,9.155463854457366324e-01
6.442332065906209664e+02,9.151181447197985763e-01
6.404451910961781778e+02,9.146484134052824677e-01
6.367014613778706007e+02,9.141065163430480700e-01
6.330012453300125799e+02,9.137290527647211613e-01
6.293437886917043897e+02,9.136966576835322540e-01
6.257283545342634170e+02,9.138825144124712585e-01
6.221542227662179130e+02,9.140014637706800338e-01
6.186206896551723275e+02,9.139663471574220877e-01
6.151270673658733585e+02,9.139890232322558372e-01
6.116726835138388196e+02,9.142953839281969808e-01
6.082568807339450814e+02,9.148240826823031968e-01
6.048790162633875980e+02,9.152991158124110793e-01
6.015384615384615472e+02,9.155821934735650647e-01
5.982346018046292784e+02,9.158493828408036386e-01
5.949668357393678662e+02,9.163639043291469388e-01
5.917345750873108727e+02,9.171378725259402565e-01
5.885372443072172928e+02,9.179180493147056641e-01
5.853742802303263488e+02,9.185126917248574996e-01
5.822451317296678326e+02,9.190381686407408379e-01
5.791492593999241763e+02,9.197685797241511585e-01
5.760861352474501018e+02,9.207823234518265343e-01
5.730552423900788881e+02,9.218591485053395651e-01
5.700560747663550956e+02,9.227581968238232069e-01
5.670881368538491643e+02,9.235191054232705365e-01
5.641509433962263529e+02,9.244008781648636042e-01
5.612440191387560162e+02,9.255390934053566721e-01
5.583668985719516513e+02,9.267618014962729633e-01
5.555191256830602242e+02,9.277987203028229546e-01
5.527002537151140587e+02,9.286140561222617773e-01
5.499098449332852852e+02,9.294372072207708335e-01
5.471474703982778465e+02,9.304546967205213903e-01
5.444127097465191127e+02,9.315597564370128314e-01
5.417051509769094082e+02,9.324793823892703060e-01
5.390243902439025305e+02,9.331139982409314415e-01
5.363700316567006894e+02,9.336542691382273551e-01
5.337416870843542256e+02,9.343272962352324740e-01
5.311389759665622705e+02,9.350989916609309116e-01
5.285615251299826696e+02,9.357133162365114387e-01
5.260089686098655193e+02,9.360161217774201070e-01
5.234809474768280779e+02,9.361477492644677545e-01
5.209771096686027931e+02,9.363584943644315262e-01
5.184971098265896217e+02,9.366844884620626477e-01
5.160406091370557533e+02,9.368990908177978749e-01
5.136072751768272155e+02,9.368010462192857268e-01
5.111967817633255891e+02,9.364698177275302404e-01
5.088088088088087488e+02,9.361615168658258268e-01
5.064430421786781835e+02,9.359792168823317660e-01
5.040991735537190266e+02,9.357397472899673385e-01
5.017769002961500178e+02,9.352073774772263759e-01
4.994759253193580548e+02,9.343956569969461556e-01
4.971959569611998973e+02,9.335516180302346756e-01
4.949367088607594951e+02,9.328423261189910942e-01
4.926978998384490751e+02,9.321439857716354860e-01
4.904792537793503016e+02,9.312031758916101687e-01
4.882804995196926825e+02,9.299650037984263928e-01
4.861013707363723029e+02,9.286495832372076986e-01
4.839416058394160700e+02,9.274785311634665685e-01
4.818009478672986461e+02,9.263992868663919467e-01
4.796791443850267456e+02,9.251586213567979389e-01
4.775759473849044525e+02,9.236326146183005958e-01
4.754911131898970780e+02,9.219934814517571908e-01
4.734244023595157387e+02,9.205002260391815794e-01
4.713755795981452934e+02,9.191782624915794120e-01
4.693444136657433319e+02,9.177951810564157764e-01
4.673306772908367179e+02,9.161644883113621018e-01
4.653341470857491231e+02,9.143923664017978847e-01
4.633546034639927598e+02,9.127537053278225176e-01
4.613918305597579774e+02,9.113535438570002922e-01
4.594456161494426283e+02,9.100030134694541140e-01
4.575157515751575374e+02,9.084680218971397103e-01
4.556020316701523711e+02,9.067764973752047153e-01
4.537042546861054007e+02,9.051946587631209962e-01
4.518222222222221944e+02,9.039010874463565548e-01
4.499557391560932160e+02,9.027705398755856425e-01
4.481046135762562699e+02,9.015418607565072184e-01
4.462686567164179792e+02,9.001587505059183147e-01
4.444476828912853534e+02,8.988523664973790961e-01
4.426415094339622556e+02,8.978598872940144471e-01
4.408499566348656344e+02,8.971335570609713095e-01
4.390728476821192316e+02,8.964082929695990076e-01
4.373100086033840057e+02,8.955438658694618859e-01
4.355612682090831527e+02,8.947098651672786840e-01
4.338264580369843202e+02,8.941782908400386365e-01
4.321054122981014416e+02,8.939834580250490825e-01
4.303979678238781048e+02,8.938779736727205938e-01
4.287039640146190891e+02,8.936417411410799705e-01
4.270232427891346561e+02,8.933552140584535284e-01
4.253556485355649102e+02,8.932908840130764361e-01
4.237010280633509751e+02,8.935568896556502771e-01
4.220592305563243940e+02,8.939405532481827787e-01
4.204301075268817272e+02,8.941506564296834991e-01
4.188135127712167218e+02,8.941560056707062998e-01
4.172093023255814614e+02,8.941946361753169148e-01
4.156173344235486411e+02,8.944404748567572616e-01
4.140374694542492762e+02,8.947462714597077538e-01
4.124695699215580476e+02,8.947891942907524321e-01
4.109135004042037167e+02,8.944413230894611155e-01
4.093691275167785193e+02,8.939027667014921574e-01
4.078363198716234592e+02,8.934296436570785538e-01
4.063149480415667085e+02,8.929966260868217320e-01
4.048048845234934561e+02,8.923180679575198893e-01
4.033060037027241833e+02,8.912039778720529659e-01
4.018181818181818130e+02,8.898056444359195849e-01
4.003412969283276652e+02,8.884398877424704022e-01
3.988752288778446768e+02,8.872066750361363718e-01
3.974198592650507749e+02,8.858758319780504209e-01
3.959750714100233608e+02,8.841855057131902118e-01
3.945407503234152955e+02,8.821805869060721506e-01
3.931167826759474337e+02,8.801664374034139371e-01
3.917030567685588949e+02,8.783317912378861836e-01
3.902994625031993792e+02,8.765097720772418999e-01
3.889058913542463642e+02,8.743776324182794824e-01
3.875222363405336523e+02,8.718498964169347776e-01
3.861483919979741586e+02,8.691756922339849423e-01
3.847842543527630710e+02,8.666166098318475175e-01
3.834297208951471703e+02,8.641046708921878983e-01
3.820846905537458724e+02,8.613085503058078851e-01
3.807490636704119993e+02,8.580301719420064810e-01
3.794227419756158497e+02,8.544404588737171125e-01
3.781056285643441583e+02,8.508591471070400258e-01
3.767976278724981398e+02,8.473497828106908436e-01
3.754986456537798745e+02,8.436341666944933149e-01
3.742085889570552126e+02,8.394367415788936970e-01
3.729273661041819423e+02,8.348340529214889338e-01
3.716548866682915104e+02,8.301736655874704107e-01
3.703910614525139522e+02,8.256591932525503275e-01
3.691358024691357400e+02,8.211152225902054180e-01
3.678890229191796948e+02,8.162269177061391989e-01
3.666506371723972393e+02,8.109604189799626273e-01
3.654205607476635009e+02,8.056414137057372749e-01
3.641987102937663963e+02,8.005892484989798330e-01
3.629850035705784421e+02,7.957566017438851835e-01
3.617793594306050409e+02,7.908231710520591262e-01
3.605816978008985529e+02,7.856315770049706604e-01
3.593919396653311082e+02,7.804258006476215703e-01
3.582100070472163793e+02,7.755914546364381934e-01
3.570358229922734381e+02,7.712139511072476639e-01
3.558693115519253070e+02,7.670021445682486672e-01
3.547103977669225969e+02,7.626777287777395387e-01
3.535590076512868336e+02,7.583518606980637067e-01
3.524150681765657396e+02,7.544188980751157514e-01
3.512785072563925155e+02,7.510912522777967171e-01
3.501492537313433218e+02,7.481487883825519436e-01
3.490272373540855710e+02,7.452190905196915960e-01
3.479123887748117454e+02,7.422492955122507174e-01
3.468046395269502113e+02,7.395850837956804424e-01
3.457039220131489401e+02,7.375503255137245695e-01
3.446101694915254257e+02,7.360407433032268854e-01
3.435233160621762067e+02,7.346383324276264393e-01
3.424432966539411609e+02,7.331158336897175554e-01
3.413700470114170571e+02,7.317120003534424155e-01
3.403035036822137727e+02,7.308293725515463413e-01
3.392436040044494234e+02,7.305165932225000658e-01
3.381902860944776990e+02,7.303741500694660438e-01
3.371434888348441063e+02,7.300118569769348253e-01
3.361031518624641876e+02,7.295038168559846437e-01
3.350692155570204704e+02,7.292752232638765042e-01
3.340416210295728092e+02,7.295459117462663734e-01
3.330203101113780235e+02,7.300092629470009697e-01
3.320052253429131497e+02,7.301519024762141985e-01
3.309963099630996339e+02,7.298364605045882803e-01
3.299935078987231805e+02,7.294328624786433624e-01
3.289967637540453325e+02,7.293221808287977392e-01
3.280060228006022385e+02,7.293686791094001753e-01
3.270212309671885009e+02,7.290127729410400548e-01
3.260423348300192288e+02,7.278896698536194698e-01
3.250692816030697259e+02,7.262263028851225766e-01
3.241020191285866190e+02,7.245203243163796936e-01
3.231404958677686068e+02,7.228755210591882863e-01
3.221846608916121113e+02,7.208030093173665165e-01
3.212344638719191039e+02,7.177486931057481812e-01
3.202898550724637516e+02,7.137216831697790198e-01
3.193507853403141326e+02,7.092551735567124149e-01
3.184172060973063481e+02,7.047281523561890193e-01
3.174890693316676789e+02,6.998619458168137131e-01
3.165663275897861695e+02,6.940155767901029504e-01
3.156489339681225488e+02,6.869431554848935972e-01
3.147368421052631788e+02,6.791002532957135518e-01
3.138300061741099398e+02,6.711111689046533879e-01
3.129283808742047768e+02,6.630240432009153473e-01
3.120319214241866348e+02,6.542582516861916719e-01
3.111405835543766898e+02,6.443284385766014921e-01
3.102543234994913064e+02,6.334831623605610140e-01
3.093730979914790282e+02,6.224756101218377191e-01
3.084968642524782467e+02,6.117206617084403053e-01
3.076255799878958896e+02,6.008481617810954578e-01
3.067592033796016722e+02,5.892072916513212411e-01
3.058976930792376834e+02,5.767328867872567599e-01
3.050410082016402953e+02,5.641270371168218833e-01
3.041891083183722344e+02,5.521147555729867262e-01
3.033419534513626559e+02,5.406542470099129361e-01
3.024995040666534010e+02,5.290623968451428905e-01
3.016617210682492782e+02,5.169279230296481842e-01
3.008285657920694689e+02,5.047210434950349933e-01
3.000000000000000000e+02,4.933469977293356568e-01
