lam_nm,A_active
8.373970345963756472e+02,8.001239959287159698e-01
8.310081743869210413e+02,8.204401220718091636e-01
8.247160627366142762e+02,8.401860097978047781e-01
8.185185185185185901e+02,8.583364340094259415e-01
8.124134256792755195e+02,8.738267056417932110e-01
8.063987308302486099e+02,8.863577791102482673e-01
8.004724409448818960e+02,8.965416891731937676e-01
7.946326211568525650e+02,9.051628184939138899e-01
7.888773926539058721e+02,9.124206253862509053e-01
7.832049306625576719e+02,9.179952080595428221e-01
7.776134625191230043e+02,9.217321438666659095e-01
7.721012658227849670e+02,9.240322341642581705e-01
7.666666666666667425e+02,9.255029740025767504e-01
7.613080379430854236e+02,9.263984281954804612e-01
7.560237977193852430e+02,9.265884921692798537e-01
7.508124076809452845e+02,9.260483069277850587e-01
7.456723716381417262e+02,9.251738784779162117e-01
7.406022340942205346e+02,9.244901794260074190e-01
7.356005788712012645e+02,9.241357534987048039e-01
7.306660277910876857e+02,9.237944295941086237e-01
7.257972394098048881e+02,9.231481160061900670e-01
7.209929078014184824e+02,9.222524369439982772e-01
7.162517613903241909e+02,9.213650476543858714e-01
7.115725618292113950e+02,9.204911968441591430e-01
7.069541029207232441e+02,9.192761773041069340e-01
7.023952095808383547e+02,9.174024334938239988e-01
6.978947368421052033e+02,9.149757319071912809e-01
6.934515688949522882e+02,9.123951779303512977e-01
6.890646181653864915e+02,9.098741690359146705e-01
6.847328244274809776e+02,9.072298706807345736e-01
6.804551539491299081e+02,9.042040115470292294e-01
6.762305986696230775e+02,9.008866929190155748e-01
6.720581754076686138e+02,8.976860257703159762e-01
6.679369250985545250e+02,8.948796876872480155e-01
6.638659120592077443e+02,8.923253695534359986e-01
6.598442232799654903e+02,8.896988667544712959e-01
6.558709677419353739e+02,8.869485593711680105e-01
6.519452757588712757e+02,8.843831665598201885e-01
6.480662983425414723e+02,8.822886458566554513e-01
6.442332065906209664e+02,8.805742280926159848e-01
6.404451910961781778e+02,8.789012632981875184e-01
6.367014613778706007e+02,8.771227032923692990e-01
6.330012453300125799e+02,8.754670386161688134e-01
6.293437886917043897e+02,8.742379499889478822e-01
6.257283545342634170e+02,8.734241841765327807e-01
6.221542227662179130e+02,8.727205544886404986e-01
6.186206896551723275e+02,8.719246263056521506e-01
6.151270673658733585e+02,8.711934618801446817e-01
6.116726835138388196e+02,8.708341902654963551e-01
6.082568807339450814e+02,8.709056882037230496e-01
6.048790162633875980e+02,8.711454878589287576e-01
6.015384615384615472e+02,8.713095540263136041e-01
5.982346018046292784e+02,8.714813802984999747e-01
5.949668357393678662e+02,8.719538213250894731e-01
5.917345750873108727e+02,8.728421819279892357e-01
5.885372443072172928e+02,8.739298793573422319e-01
5.853742802303263488e+02,8.749418731026528118e-01
5.822451317296678326e+02,8.758886247902145650e-01
5.791492593999241763e+02,8.770373605343770862e-01
5.760861352474501018e+02,8.785519898273962403e-01
5.730552423900788881e+02,8.802685831645804537e-01
5.700560747663550956e+02,8.818940076543405615e-01
5.670881368538491643e+02,8.833683740801712148e-01
5.641509433962263529e+02,8.849237789999447878e-01
5.612440191387560162e+02,8.867663162863309578e-01
5.583668985719516513e+02,8.887931296648461377e-01
5.555191256830602242e+02,8.907081222981715340e-01
5.527002537151140587e+02,8.923851964974038875e-01
5.499098449332852852e+02,8.940109652345780145e-01
5.471474703982778465e+02,8.958249298058238441e-01
5.444127097465191127e+02,8.977928792236050670e-01
5.417051509769094082e+02,8.996331488166852131e-01
5.390243902439025305e+02,9.011606110917972368e-01
5.363700316567006894e+02,9.025060079236343347e-01
5.337416870843542256e+02,9.039300213096989056e-01
5.311389759665622705e+02,9.054719659038495960e-01
5.285615251299826696e+02,9.068838444897764361e-01
5.260089686098655193e+02,9.079333924072787720e-01
5.234809474768280779e+02,9.086871582331591535e-01
5.209771096686027931e+02,9.094115778053433186e-01
5.184971098265896217e+02,9.102197746023373837e-01
5.160406091370557533e+02,9.109164651296630666e-01
5.136072751768272155e+02,9.112387397240520048e-01
5.111967817633255891e+02,9.111841465715888599e-01
5.088088088088087488e+02,9.110069176905730703e-01
5.064430421786781835e+02,9.108880078928975887e-01
5.040991735537190266e+02,9.107008475879829756e-01
5.017769002961500178e+02,9.101714503539239942e-01
4.994759253193580548e+02,9.092277975492668585e-01
4.971959569611998973e+02,9.080926204994930195e-01
4.949367088607594951e+02,9.070018222731690560e-01
4.926978998384490751e+02,9.059080250103010989e-01
4.904792537793503016e+02,9.045468393585089917e-01
4.882804995196926825e+02,9.027807279522365169e-01
4.861013707363723029e+02,9.007821179212358587e-01
4.839416058394160700e+02,8.988228699763087803e-01
4.818009478672986461e+02,8.969384983208811279e-01
4.796791443850267456e+02,8.948943753302257553e-01
4.775759473849044525e+02,8.924964104657514552e-01
4.754911131898970780e+02,8.898506663805022532e-01
4.734244023595157387e+02,8.872418336406232564e-01
4.713755795981452934e+02,8.847852491657908214e-01
4.693444136657433319e+02,8.822946832614328994e-01
4.673306772908367179e+02,8.795336355465107614e-01
4.653341470857491231e+02,8.765307386423102365e-01
4.633546034639927598e+02,8.735586881004554494e-01
4.613918305597579774e+02,8.708033988789549706e-01
4.594456161494426283e+02,8.681431944145413526e-01
4.575157515751575374e+02,8.653181942929007997e-01
4.556020316701523711e+02,8.622751563286534804e-01
4.537042546861054007e+02,8.592504804141645192e-01
4.518222222222221944e+02,8.564858552757580457e-01
4.499557391560932160e+02,8.539366008393817209e-01
4.481046135762562699e+02,8.513423214144982820e-01
4.462686567164179792e+02,8.485708499276266581e-01
4.444476828912853534e+02,8.458001877202546703e-01
4.426415094339622556e+02,8.433076365377786265e-01
4.408499566348656344e+02,8.411321985872302065e-01
4.390728476821192316e+02,8.390371968881509268e-01
4.373100086033840057e+02,8.368210562330045121e-01
4.355612682090831527e+02,8.345838307018567104e-01
4.338264580369843202e+02,8.326119761869730240e-01
4.321054122981014416e+02,8.310255278238305454e-01
4.303979678238781048e+02,8.296325200691484492e-01
4.287039640146190891e+02,8.281749920020315958e-01
4.270232427891346561e+02,8.266568640671086987e-01
4.253556485355649102e+02,8.253394522643157094e-01
4.237010280633509751e+02,8.244084088421774759e-01
4.220592305563243940e+02,8.237306459073173714e-01
4.204301075268817272e+02,8.230082159841660694e-01
4.188135127712167218e+02,8.221371098840032365e-01
4.172093023255814614e+02,8.213200341074634592e-01
4.156173344235486411e+02,8.207904920694719664e-01
4.140374694542492762e+02,8.204948154942640626e-01
4.124695699215580476e+02,8.201337816619720389e-01
4.109135004042037167e+02,8.195150295489295189e-01
4.093691275167785193e+02,8.187760939577894970e-01
4.078363198716234592e+02,8.181979661829759110e-01
4.063149480415667085e+02,8.178419273248144217e-01
4.048048845234934561e+02,8.174652221201272884e-01
4.033060037027241833e+02,8.168227572571863382e-01
4.018181818181818130e+02,8.159772326974303880e-01
4.003412969283276652e+02,8.152268910294285797e-01
3.988752288778446768e+02,8.147374242659189969e-01
3.974198592650507749e+02,8.143362587019087329e-01
3.959750714100233608e+02,8.137268020505450394e-01
3.945407503234152955e+02,8.128556809608885603e-01
3.931167826759474337e+02,8.119730092301046254e-01
3.917030567685588949e+02,8.113078199743716246e-01
3.902994625031993792e+02,8.107626737689229701e-01
3.889058913542463642e+02,8.100104275440006552e-01
3.875222363405336523e+02,8.088755984142138589e-01
3.861483919979741586e+02,8.075260604487569660e-01
3.847842543527630710e+02,8.062349481588179101e-01
3.834297208951471703e+02,8.050084967833106564e-01
3.820846905537458724e+02,8.035452374437782597e-01
3.807490636704119993e+02,8.015811313874598998e-01
3.794227419756158497e+02,7.991933429750097684e-01
3.781056285643441583e+02,7.966837669957484991e-01
3.767976278724981398e+02,7.941852600718184441e-01
3.754986456537798745e+02,7.914806569493912924e-01
3.742085889570552126e+02,7.882626725753342223e-01
3.729273661041819423e+02,7.845142201804358173e-01
3.716548866682915104e+02,7.805357005454398589e-01
3.703910614525139522e+02,7.765821658019593787e-01
3.691358024691357400e+02,7.725593623191204795e-01
3.678890229191796948e+02,7.681579123129798070e-01
3.666506371723972393e+02,7.632617881388298331e-01
3.654205607476635009e+02,7.581237190105004631e-01
3.641987102937663963e+02,7.530859821689752653e-01
3.629850035705784421e+02,7.481895533550086963e-01
3.617793594306050409e+02,7.431570519070316294e-01
3.605816978008985529e+02,7.377739339553563980e-01
3.593919396653311082e+02,7.321963513080017583e-01
3.582100070472163793e+02,7.268004561252238149e-01
3.570358229922734381e+02,7.217551346860660022e-01
3.558693115519253070e+02,7.168469722949186718e-01
3.547103977669225969e+02,7.117783434872413384e-01
3.535590076512868336e+02,7.065727461750309635e-01
3.524150681765657396e+02,7.015831594589345688e-01
3.512785072563925155e+02,6.970871553089937889e-01
3.501492537313433218e+02,6.929673115610787137e-01
3.490272373540855710e+02,6.888765290231034788e-01
3.479123887748117454e+02,6.846897015812205556e-01
3.468046395269502113e+02,6.806832088325293073e-01
3.457039220131489401e+02,6.772136671798399954e-01
3.446101694915254257e+02,6.742874497866795380e-01
3.435233160621762067e+02,6.715556010403327392e-01
3.424432966539411609e+02,6.687486620102578438e-01
3.413700470114170571e+02,6.660181291624922562e-01
3.403035036822137727e+02,6.637569291401083094e-01
3.392436040044494234e+02,6.621113591609955051e-01
3.381902860944776990e+02,6.607856977303171453e-01
3.371434888348441063e+02,6.593895360333061895e-01
3.361031518624641876e+02,6.579079698745031735e-01
3.350692155570204704e+02,6.567120403019741648e-01
3.340416210295728092e+02,6.560847446580274633e-01
3.330203101113780235e+02,6.558398194915632251e-01
3.320052253429131497e+02,6.555098232311743489e-01
3.309963099630996339e+02,6.548849534526183236e-01
3.299935078987231805e+02,6.542425637434091668e-01
3.289967637540453325e+02,6.539735076296652183e-01
3.280060228006022385e+02,6.540518946237167119e-01
3.270212309671885009e+02,6.540017050596786952e-01
3.260423348300192288e+02,6.534165974804587718e-01
3.250692816030697259e+02,6.524057040403267171e-01
3.241020191285866190e+02,6.514115767514333522e-01
3.231404958677686068e+02,6.506069186791919590e-01
3.221846608916121113e+02,6.496038033649375043e-01
3.212344638719191039e+02,6.478453215986806901e-01
3.202898550724637516e+02,6.452185896641547957e-01
3.193507853403141326e+02,6.421411982221827408e-01
3.184172060973063481e+02,6.389995412949975861e-01
3.174890693316676789e+02,6.356120084612655319e-01
3.165663275897861695e+02,6.313799281959460163e-01
3.156489339681225488e+02,6.259636551744874877e-01
3.147368421052631788e+02,6.196711034030376597e-01
3.138300061741099398e+02,6.130745352775482937e-01
3.129283808742047768e+02,6.063034390824064701e-01
3.120319214241866348e+02,5.988713056570759141e-01
3.111405835543766898e+02,5.902649394806169791e-01
3.102543234994913064e+02,5.805977976329846912e-01
3.093730979914790282e+02,5.705300488787551361e-01
3.084968642524782467e+02,5.605315089090014968e-01
3.076255799878958896e+02,5.503684556229083702e-01
3.067592033796016722e+02,5.394462107565864972e-01
3.058976930792376834e+02,5.276117081667265341e-01
3.050410082016402953e+02,5.154476201821982517e-01
3.041891083183722344e+02,5.036834201966977620e-01
3.033419534513626559e+02,4.924161185771427363e-01
3.024995040666534010e+02,4.810848211941439190e-01
3.016617210682492782e+02,4.692495855432433083e-01
3.008285657920694689e+02,4.572449922357228469e-01
3.000000000000000000e+02,4.459057225183806206e-01
