lam_nm,A_active
8.639660056657223777e+02,1.585933534273686885e-01
8.571669477234402166e+02,1.965293990118955336e-01
8.504740658114892540e+02,2.379979088814091481e-01
8.438848920863308649e+02,2.803864265827666902e-01
8.373970345963756472e+02,3.223483849604626972e-01
8.310081743869210413e+02,3.638918255687619840e-01
8.247160627366142762e+02,4.054483319247878526e-01
8.185185185185185901e+02,4.471821794214944079e-01
8.124134256792755195e+02,4.891076037903998031e-01
8.063987308302486099e+02,5.313818733202804179e-01
8.004724409448818960e+02,5.740119942474197767e-01
7.946326211568525650e+02,6.162035117789359528e-01
7.888773926539058721e+02,6.562790858353881873e-01
7.832049306625576719e+02,6.925292077520461831e-01
7.776134625191230043e+02,7.242319035756114021e-01
7.721012658227849670e+02,7.518262035705445268e-01
7.666666666666667425e+02,7.761693684140480443e-01
7.613080379430854236e+02,7.977851272358449375e-01
7.560237977193852430e+02,8.168608308103624260e-01
7.508124076809452845e+02,8.337465258091989462e-01
7.456723716381417262e+02,8.491348870268907723e-01
7.406022340942205346e+02,8.636163174360432793e-01
7.356005788712012645e+02,8.771719894924964178e-01
7.306660277910876857e+02,8.892668857738084132e-01
7.257972394098048881e+02,8.994511609480013714e-01
7.209929078014184824e+02,9.077652855946545252e-01
7.162517613903241909e+02,9.145322473833875643e-01
7.115725618292113950e+02,9.198947071962779720e-01
7.069541029207232441e+02,9.237194103618814323e-01
7.023952095808383547e+02,9.259544052245579637e-01
6.978947368421052033e+02,9.269245566856195717e-01
6.934515688949522882e+02,9.271569485339323791e-01
6.890646181653864915e+02,9.269608311278182411e-01
6.847328244274809776e+02,9.263006362476611244e-01
6.804551539491299081e+02,9.251022783310727249e-01
6.762305986696230775e+02,9.235678299452116935e-01
6.720581754076686138e+02,9.220816439941645903e-01
6.679369250985545250e+02,9.208418495021332140e-01
6.638659120592077443e+02,9.197104570670759927e-01
6.598442232799654903e+02,9.184796325565812714e-01
6.558709677419353739e+02,9.172027321454248039e-01
6.519452757588712757e+02,9.161588411698322609e-01
6.480662983425414723e+02,9.155049293004571265e-01
6.442332065906209664e+02,9.150778941851998027e-01
6.404451910961781778e+02,9.146080969277233796e-01
6.367014613778706007e+02,9.140655154747162614e-01
6.330012453300125799e+02,9.136875388463179259e-01
6.293437886917043897e+02,9.136546735997352897e-01
6.257283545342634170e+02,9.138392957703733721e-01
6.221542227662179130e+02,9.139559008145660135e-01
6.186206896551723275e+02,9.139179697800977609e-01
6.151270673658733585e+02,9.139382475544624018e-01
6.116726835138388196e+02,9.142427606702764331e-01
6.082568807339450814e+02,9.147695661990369320e-01
6.048790162633875980e+02,9.152422827333976940e-01
6.015384615384615472e+02,9.155230694087906906e-01
5.982346018046292784e+02,9.157887679952041449e-01
5.949668357393678662e+02,9.163027792492752788e-01
5.917345750873108727e+02,9.170766599011299647e-01
5.885372443072172928e+02,9.178566555716108910e-01
5.853742802303263488e+02,9.184512124450930903e-01
5.822451317296678326e+02,9.189772976628447498e-01
5.791492593999241763e+02,9.197091846093743417e-01
5.760861352474501018e+02,9.207247453181754970e-01
5.730552423900788881e+02,9.218031226471159467e-01
5.700560747663550956e+02,9.227034681899546342e-01
5.670881368538491643e+02,9.234659257521709019e-01
5.641509433962263529e+02,9.243497563566466235e-01
5.612440191387560162e+02,9.254901525963442621e-01
5.583668985719516513e+02,9.267145922091746257e-01
5.555191256830602242e+02,9.277527316157204718e-01
5.527002537151140587e+02,9.285692678915120624e-01
5.499098449332852852e+02,9.293939923099268086e-01
5.471474703982778465e+02,9.304132289995410421e-01
5.444127097465191127e+02,9.315197020935008787e-01
5.417051509769094082e+02,9.324402651577538004e-01
5.390243902439025305e+02,9.330757572370120823e-01
5.363700316567006894e+02,9.336172937638288483e-01
5.337416870843542256e+02,9.342919035249404036e-01
5.311389759665622705e+02,9.350650160487536944e-01
5.285615251299826696e+02,9.356803176680904555e-01
5.260089686098655193e+02,9.359839211258789149e-01
5.234809474768280779e+02,9.361165975965614061e-01
5.209771096686027931e+02,9.363286689657794870e-01
5.184971098265896217e+02,9.366558396192832259e-01
5.160406091370557533e+02,9.368711094281438889e-01
5.136072751768272155e+02,9.367733497789680897e-01
5.111967817633255891e+02,9.364424331280035707e-01
5.088088088088087488e+02,9.361346190905026621e-01
5.064430421786781835e+02,9.359526795197993243e-01
5.040991735537190266e+02,9.357130823248119844e-01
5.017769002961500178e+02,9.351801292203445470e-01
4.994759253193580548e+02,9.343677419938267725e-01
4.971959569611998973e+02,9.335231913715671404e-01
4.949367088607594951e+02,9.328133658731015965e-01
4.926978998384490751e+02,9.321141314513211595e-01
4.904792537793503016e+02,9.311720129443580296e-01
4.882804995196926825e+02,9.299324158236101923e-01
4.861013707363723029e+02,9.286157239823505938e-01
4.839416058394160700e+02,9.274434658474689508e-01
4.818009478672986461e+02,9.263627667520181186e-01
4.796791443850267456e+02,9.251202681621856216e-01
4.775759473849044525e+02,9.235922633340069021e-01
4.754911131898970780e+02,9.219512412881778474e-01
4.734244023595157387e+02,9.204561940648968710e-01
4.713755795981452934e+02,9.191322670984070076e-01
4.693444136657433319e+02,9.177468807153890129e-01
4.673306772908367179e+02,9.161136894079453530e-01
4.653341470857491231e+02,9.143391516191641255e-01
4.633546034639927598e+02,9.126982186927837803e-01
4.613918305597579774e+02,9.112957188552212040e-01
4.594456161494426283e+02,9.099425926063015035e-01
4.575157515751575374e+02,9.084048344149217025e-01
4.556020316701523711e+02,9.067106350063744991e-01
4.537042546861054007e+02,9.051263295137141895e-01
4.518222222222221944e+02,9.038303417331881029e-01
4.499557391560932160e+02,9.026972184664036059e-01
4.481046135762562699e+02,9.014658219195260669e-01
4.462686567164179792e+02,9.000800784623407269e-01
4.444476828912853534e+02,8.987712962535079342e-01
4.426415094339622556e+02,8.977765482077794124e-01
4.408499566348656344e+02,8.970478640632616463e-01
4.390728476821192316e+02,8.963201181570302767e-01
4.373100086033840057e+02,8.954532653857386615e-01
4.355612682090831527e+02,8.946170739056462651e-01
4.338264580369843202e+02,8.940834998235590581e-01
4.321054122981014416e+02,8.938866629734043556e-01
4.303979678238781048e+02,8.937790839276317234e-01
4.287039640146190891e+02,8.935408035807153038e-01
4.270232427891346561e+02,8.932524668527835887e-01
4.253556485355649102e+02,8.931865796851033990e-01
4.237010280633509751e+02,8.934511198492046669e-01
4.220592305563243940e+02,8.938332967734796686e-01
4.204301075268817272e+02,8.940419820312809351e-01
4.188135127712167218e+02,8.940461680086351226e-01
4.172093023255814614e+02,8.940839480962112784e-01
4.156173344235486411e+02,8.943291260243604324e-01
4.140374694542492762e+02,8.946343242339998003e-01
4.124695699215580476e+02,8.946767534172436198e-01
4.109135004042037167e+02,8.943286542997612720e-01
4.093691275167785193e+02,8.937902119479623764e-01
4.078363198716234592e+02,8.933174450225472851e-01
4.063149480415667085e+02,8.928848830034250561e-01
4.048048845234934561e+02,8.922068742098006044e-01
4.033060037027241833e+02,8.910935528633454616e-01
4.018181818181818130e+02,8.896962864411035454e-01
4.003412969283276652e+02,8.883318115902828493e-01
3.988752288778446768e+02,8.870999448848323476e-01
3.974198592650507749e+02,8.857704721949429816e-01
3.959750714100233608e+02,8.840816401767993549e-01
3.945407503234152955e+02,8.820784229854279346e-01
3.931167826759474337e+02,8.800661168111131305e-01
3.917030567685588949e+02,8.782333048240638096e-01
3.902994625031993792e+02,8.764130512536448814e-01
3.889058913542463642e+02,8.742826976302996433e-01
3.875222363405336523e+02,8.717568673599223050e-01
3.861483919979741586e+02,8.690846453921184933e-01
3.847842543527630710e+02,8.665274707145567135e-01
3.834297208951471703e+02,8.640172858444646886e-01
3.820846905537458724e+02,8.612228481861996521e-01
3.807490636704119993e+02,8.579462046309993539e-01
3.794227419756158497e+02,8.543582639014060121e-01
3.781056285643441583e+02,8.507786095379833435e-01
3.767976278724981398e+02,8.472706812650557806e-01
3.754986456537798745e+02,8.435563524947131686e-01
3.742085889570552126e+02,8.393602219779304763e-01
3.729273661041819423e+02,8.347588649758036494e-01
3.716548866682915104e+02,8.300996964775282372e-01
3.703910614525139522e+02,8.255861798768714399e-01
3.691358024691357400e+02,8.210429395784026863e-01
3.678890229191796948e+02,8.161553172291536873e-01
3.666506371723972393e+02,8.108895364784645121e-01
3.654205607476635009e+02,8.055711482032745785e-01
3.641987102937663963e+02,8.005192941476080293e-01
3.629850035705784421e+02,7.956866261042041533e-01
3.617793594306050409e+02,7.907530231287780431e-01
3.605816978008985529e+02,7.855612599804416840e-01
3.593919396653311082e+02,7.803552337040413622e-01
3.582100070472163793e+02,7.755203194109238085e-01
3.570358229922734381e+02,7.711418242401634204e-01
3.558693115519253070e+02,7.669287631676278139e-01
3.547103977669225969e+02,7.626030607555078777e-01
3.535590076512868336e+02,7.582758860108418375e-01
3.524150681765657396e+02,7.543413694170669759e-01
3.512785072563925155e+02,7.510117410409723471e-01
3.501492537313433218e+02,7.480669741647386628e-01
3.490272373540855710e+02,7.451349439088581494e-01
3.479123887748117454e+02,7.421629242850288355e-01
3.468046395269502113e+02,7.394964262714283088e-01
3.457039220131489401e+02,7.374590728687251406e-01
3.446101694915254257e+02,7.359465993933601569e-01
3.435233160621762067e+02,7.345413010518316854e-01
3.424432966539411609e+02,7.330161777241613885e-01
3.413700470114170571e+02,7.316099138824111447e-01
3.403035036822137727e+02,7.307247655841060396e-01
3.392436040044494234e+02,7.304092611307270166e-01
3.381902860944776990e+02,7.302641300073160480e-01
3.371434888348441063e+02,7.298995347210459617e-01
3.361031518624641876e+02,7.293896431007272918e-01
3.350692155570204704e+02,7.291593775680335066e-01
3.340416210295728092e+02,7.294283268556657207e-01
3.330203101113780235e+02,7.298899884205669597e-01
3.320052253429131497e+02,7.300313663902122663e-01
3.309963099630996339e+02,7.297153005145059490e-01
3.299935078987231805e+02,7.293115181221978549e-01
3.289967637540453325e+02,7.292007370861451898e-01
3.280060228006022385e+02,7.292471545763097307e-01
3.270212309671885009e+02,7.288915045458524977e-01
3.260423348300192288e+02,7.277693186657517854e-01
3.250692816030697259e+02,7.261074579464670276e-01
3.241020191285866190e+02,7.244031723662619493e-01
3.231404958677686068e+02,7.227599796699459844e-01
3.221846608916121113e+02,7.206891637754232471e-01
3.212344638719191039e+02,7.176370041235431430e-01
3.202898550724637516e+02,7.136127019628788481e-01
3.193507853403141326e+02,7.091490961008231064e-01
3.184172060973063481e+02,7.046247465062041027e-01
3.174890693316676789e+02,6.997609416152865691e-01
3.165663275897861695e+02,6.939170510132871561e-01
3.156489339681225488e+02,6.868474440061359543e-01
3.147368421052631788e+02,6.790074933830361203e-01
3.138300061741099398e+02,6.710210250027017764e-01
3.129283808742047768e+02,6.629359549996027834e-01
3.120319214241866348e+02,6.541719154793039781e-01
3.111405835543766898e+02,6.442439489291613697e-01
3.102543234994913064e+02,6.334006484136217585e-01
3.093730979914790282e+02,6.223948120158573349e-01
3.084968642524782467e+02,6.116409685994799172e-01
3.076255799878958896e+02,6.007690771870073387e-01
3.067592033796016722e+02,5.891287729768331927e-01
3.058976930792376834e+02,5.766551532324467599e-01
3.050410082016402953e+02,5.640500803167040056e-01
3.041891083183722344e+02,5.520381477719081831e-01
3.033419534513626559e+02,5.405774830998502090e-01
3.024995040666534010e+02,5.289853588442725574e-01
3.016617210682492782e+02,5.168509027348524576e-01
3.008285657920694689e+02,5.046442906978878540e-01
3.000000000000000000e+02,4.932703370954964472e-01
